,User,Activity,DateTime,Latitude,Longitude
220,PROTARU,Task 5 YEAR,2020-09-01 09:25:07.647,29.37052,-98.49529
221,PROTARU,Task 5 YEAR,2020-09-01 09:25:19.643,29.37052,-98.49531
222,PROTARU,Task 5 YEAR,2020-09-01 09:25:44.640,29.37054,-98.49532
223,PROTARU,Task 5 YEAR,2020-09-01 09:25:56.660,29.37062,-98.49527
224,PROTARU,Task 5 YEAR,2020-09-01 09:26:08.630,29.37061,-98.49516
225,PROTARU,Task 5 YEAR,2020-09-01 09:26:25.647,29.37054,-98.49513
226,PROTARU,Task 5 YEAR,2020-09-01 09:26:37.610,29.37054,-98.49513
227,PROTARU,Task 5 YEAR,2020-09-01 09:26:54.630,29.37054,-98.49503
228,PROTARU,Task 5 YEAR,2020-09-01 09:27:05.633,29.37058,-98.4951
229,PROTARU,Task 5 YEAR,2020-09-01 09:27:22.643,29.37063,-98.49506
230,PROTARU,Task 5 YEAR,2020-09-01 09:27:34.637,29.3706,-98.49499
231,PROTARU,Task 5 YEAR,2020-09-01 09:27:51.633,29.37051,-98.49498
232,PROTARU,Task 5 YEAR,2020-09-01 09:28:03.617,29.37049,-98.49499
233,PROTARU,Task 5 YEAR,2020-09-01 09:28:19.630,29.37048,-98.49498
234,PROTARU,Task 5 YEAR,2020-09-01 09:28:36.633,29.37048,-98.49495
235,PROTARU,Task 5 YEAR,2020-09-01 09:28:52.640,29.37048,-98.49494
236,PROTARU,Task 5 YEAR,2020-09-01 09:29:04.653,29.37046,-98.49489
237,PROTARU,Task 5 YEAR,2020-09-01 09:29:21.627,29.37038,-98.49489
238,PROTARU,Task 5 YEAR,2020-09-01 09:29:33.630,29.37037,-98.49495
239,PROTARU,Task 5 YEAR,2020-09-01 09:29:45.627,29.37045,-98.49499
240,PROTARU,Task 5 YEAR,2020-09-01 09:29:57.627,29.37047,-98.49499
241,PROTARU,Task 5 YEAR,2020-09-01 09:30:13.637,29.37049,-98.49499
242,PROTARU,Task 5 YEAR,2020-09-01 09:30:30.620,29.37041,-98.49485
243,PROTARU,Task 5 YEAR,2020-09-01 09:30:41.637,29.37047,-98.49487
244,PROTARU,Task 5 YEAR,2020-09-01 09:30:53.647,29.3705,-98.4949
245,PROTARU,Task 5 YEAR,2020-09-01 09:31:10.643,29.37051,-98.49498
246,PROTARU,Task 5 YEAR,2020-09-01 09:31:22.627,29.37063,-98.49497
247,PROTARU,Task 5 YEAR,2020-09-01 09:31:38.640,29.37071,-98.49499
248,PROTARU,Task 5 YEAR,2020-09-01 09:31:55.630,29.37074,-98.495
249,PROTARU,Task 5 YEAR,2020-09-01 09:32:07.633,29.37065,-98.49498
250,PROTARU,Task 5 YEAR,2020-09-01 09:32:18.637,29.37063,-98.49496
251,PROTARU,Task 5 YEAR,2020-09-01 09:32:30.633,29.37062,-98.49483
252,PROTARU,Task 5 YEAR,2020-09-01 09:32:41.643,29.37062,-98.49475
253,PROTARU,Task 5 YEAR,2020-09-01 09:32:53.630,29.37066,-98.4948
254,PROTARU,Task 5 YEAR,2020-09-01 09:33:05.640,29.37074,-98.49481
255,PROTARU,Task 5 YEAR,2020-09-01 09:33:16.660,29.37076,-98.49483
256,PROTARU,Task 5 YEAR,2020-09-01 09:33:28.640,29.37079,-98.49482
257,PROTARU,Task 5 YEAR,2020-09-01 09:33:40.630,29.37076,-98.49484
258,PROTARU,Task 5 YEAR,2020-09-01 09:33:57.627,29.37066,-98.49482
259,PROTARU,Task 5 YEAR,2020-09-01 09:34:14.633,29.37055,-98.49481
260,PROTARU,Task 5 YEAR,2020-09-01 09:34:30.647,29.37047,-98.49482
261,PROTARU,Task 5 YEAR,2020-09-01 09:34:42.630,29.37047,-98.49485
262,PROTARU,Task 5 YEAR,2020-09-01 09:34:59.633,29.37061,-98.49479
263,PROTARU,Task 5 YEAR,2020-09-01 09:35:11.640,29.37065,-98.49468
264,PROTARU,Task 5 YEAR,2020-09-01 09:35:23.637,29.37058,-98.49466
265,PROTARU,Task 5 YEAR,2020-09-01 09:35:40.630,29.37057,-98.49467
266,PROTARU,Task 5 YEAR,2020-09-01 09:35:52.637,29.3706,-98.49467
267,PROTARU,Task 5 YEAR,2020-09-01 09:36:04.643,29.37067,-98.49459
268,PROTARU,Task 5 YEAR,2020-09-01 09:36:16.633,29.37069,-98.49462
269,PROTARU,Task 5 YEAR,2020-09-01 09:36:28.623,29.37068,-98.49463
270,PROTARU,Task 5 YEAR,2020-09-01 09:36:44.623,29.37068,-98.49463
271,PROTARU,Task 5 YEAR,2020-09-01 09:36:56.633,29.37073,-98.49467
272,PROTARU,Task 5 YEAR,2020-09-01 09:37:13.630,29.37076,-98.49469
273,PROTARU,Task 5 YEAR,2020-09-01 09:37:24.653,29.37074,-98.49469
274,PROTARU,Task 5 YEAR,2020-09-01 09:37:36.650,29.37076,-98.49465
275,PROTARU,Task 5 YEAR,2020-09-01 09:37:48.633,29.37067,-98.49466
276,PROTARU,Task 5 YEAR,2020-09-01 09:37:59.647,29.37071,-98.49462
277,PROTARU,Task 5 YEAR,2020-09-01 09:38:16.647,29.37064,-98.49451
278,PROTARU,Task 5 YEAR,2020-09-01 09:38:32.660,29.37056,-98.49444
279,PROTARU,Task 5 YEAR,2020-09-01 09:38:44.633,29.3705,-98.49451
280,PROTARU,Task 5 YEAR,2020-09-01 09:38:56.647,29.37049,-98.49451
281,PROTARU,Task 5 YEAR,2020-09-01 09:39:13.647,29.37055,-98.49446
282,PROTARU,Task 5 YEAR,2020-09-01 09:39:29.650,29.37063,-98.4945
283,PROTARU,Task 5 YEAR,2020-09-01 09:39:41.620,29.37065,-98.49448
284,PROTARU,Task 5 YEAR,2020-09-01 09:39:58.630,29.37065,-98.49448
285,PROTARU,Task 5 YEAR,2020-09-01 09:40:10.633,29.37066,-98.49446
286,PROTARU,Task 5 YEAR,2020-09-01 09:40:22.617,29.37068,-98.49443
287,PROTARU,Task 5 YEAR,2020-09-01 09:40:33.703,29.37074,-98.49449
288,PROTARU,Task 5 YEAR,2020-09-01 09:40:49.637,29.37075,-98.49455
289,PROTARU,Task 5 YEAR,2020-09-01 09:41:06.627,29.37076,-98.49454
290,PROTARU,Task 5 YEAR,2020-09-01 09:41:17.657,29.37069,-98.49452
291,PROTARU,Task 5 YEAR,2020-09-01 09:41:29.633,29.37067,-98.49448
